PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33106541","Patterns of infection and infectious-related mortality in patients receiving post-transplant high dose cyclophosphamide as graft-versus-host-disease prophylaxis: impact of HLA donor matching","Irene GC, Albert E, Anna BV, Rahinatu A, Silvana N, Silvana S, Ana G, Jordi L, Carolina CA, Miquel G, Carolina M, Javier B, Jorge S, Rodrigo M.","Bone Marrow Transplant. 2021 Apr;56(4):818-827. doi: 10.1038/s41409-020-01092-x. Epub 2020 Oct 26.","Irene GC","Bone Marrow Transplant","2021","2020/10/27","PMC7587539","","10.1038/s41409-020-01092-x"
"32524356","Fludarabine and intravenous busulfan conditioning with post-transplantation cyclophosphamide for allogeneic peripheral stem cell transplantation for adult patients with lymphoid malignancies: a prospective single-arm phase II study","Wang L, Wang L, Fan X, Tang W, Hu J.","Front Med. 2021 Feb;15(1):108-115. doi: 10.1007/s11684-019-0730-8. Epub 2020 Jun 10.","Wang L","Front Med","2021","2020/06/12","","","10.1007/s11684-019-0730-8"
"40011099","Outcomes of Peripheral Blood Haploidentical Stem Cell Transplantation With Post-Transplant Cyclophosphamide and Earlier Initiation of Immunosuppression","Ma'koseh M, Rahman ZA, Yaseen A, Mesmar A, Abu-Jazar H, Saadeh S, Mufarrej D, Alfar R, Da'na W, Halahleh K, Hashem H, Al-Ibraheem A, Al-Rabi K, Abdel-Razeq H.","Clin Lymphoma Myeloma Leuk. 2025 Jul;25(7):e513-e523.e1. doi: 10.1016/j.clml.2025.01.023. Epub 2025 Feb 1.","Ma'koseh M","Clin Lymphoma Myeloma Leuk","2025","2025/02/26","","","10.1016/j.clml.2025.01.023"
"28860000","Pre-Engraftment Bloodstream Infections after Allogeneic Hematopoietic Cell Transplantation: Impact of T Cell-Replete Transplantation from a Haploidentical Donor","Mikulska M, Raiola AM, Galaverna F, Balletto E, Borghesi ML, Varaldo R, Gualandi F, Giannoni L, Pastori G, Giacobbe DR, Signori A, Del Bono V, Viscoli C, Bacigalupo A, Angelucci E.","Biol Blood Marrow Transplant. 2018 Jan;24(1):109-118. doi: 10.1016/j.bbmt.2017.08.024. Epub 2017 Aug 30.","Mikulska M","Biol Blood Marrow Transplant","2018","2017/09/02","","","10.1016/j.bbmt.2017.08.024"
"32949751","Impact of CD34 Cell Dose and Conditioning Regimen on Outcomes after Haploidentical Donor Hematopoietic Stem Cell Transplantation with Post-Transplantation Cyclophosphamide for Relapsed/Refractory Severe Aplastic Anemia","Arcuri LJ, Nabhan SK, Cunha R, Nichele S, Ribeiro AAF, Fernandes JF, Daudt LE, Rodrigues ALM, Arrais-Rodrigues C, Seber A, Atta EH, de Oliveira JSR, Funke VAM, Loth G, Junior LGD, Paz A, Calixto RF, Gomes AA, Araujo CES, Colturato V, Simoes BP, Hamerschlak N, Flowers ME, Pasquini R, Rocha V, Bonfim C.","Biol Blood Marrow Transplant. 2020 Dec;26(12):2311-2317. doi: 10.1016/j.bbmt.2020.09.007. Epub 2020 Sep 17.","Arcuri LJ","Biol Blood Marrow Transplant","2020","2020/09/19","","","10.1016/j.bbmt.2020.09.007"
"32025839","Impact of extended infusional mesna prophylaxis on the incidence of BK viruria and hemorrhagic cystitis following post-transplantation cyclophosphamide and CTLA4Ig-based haploidentical transplantation","Jaiswal SR, Singhal P, Thatai A, Bhagwati G, Aiyer HM, Chakrabarti A, Chakrabarti S.","Ann Hematol. 2020 Apr;99(4):839-845. doi: 10.1007/s00277-020-03930-w. Epub 2020 Feb 5.","Jaiswal SR","Ann Hematol","2020","2020/02/07","","","10.1007/s00277-020-03930-w"
"26970381","Graft-versus-Host Disease Prophylaxis in Unrelated Peripheral Blood Stem Cell Transplantation with Post-Transplantation Cyclophosphamide, Tacrolimus, and Mycophenolate Mofetil","Moiseev IS, Pirogova OV, Alyanski AL, Babenko EV, Gindina TL, Darskaya EI, Slesarchuk OA, Bondarenko SN, Afanasyev BV.","Biol Blood Marrow Transplant. 2016 Jun;22(6):1037-1042. doi: 10.1016/j.bbmt.2016.03.004. Epub 2016 Mar 10.","Moiseev IS","Biol Blood Marrow Transplant","2016","2016/03/13","","","10.1016/j.bbmt.2016.03.004"
"32629157","Low Nonrelapse Mortality after HLA-Matched Related 2-Step Hematopoietic Stem Cell Transplantation Using Cyclophosphamide for Graft-versus-Host Disease Prophylaxis and the Potential Impact of Non- Cyclophosphamide-Exposed T Cells on Outcomes","Grosso D, Carabasi M, Filicko-O'Hara J, Wagner JL, O'Hara W, Sun M, Colombe B, Shi W, Werner-Wasik M, Rudolph S, Alpdogan O, Binder A, Kasner M, Klumpp T, Martinez-Outschoorn U, Palmisiano N, Wilde L, Porcu P, Gergis U, Flomenberg N.","Biol Blood Marrow Transplant. 2020 Oct;26(10):1861-1867. doi: 10.1016/j.bbmt.2020.06.021. Epub 2020 Jul 3.","Grosso D","Biol Blood Marrow Transplant","2020","2020/07/07","","","10.1016/j.bbmt.2020.06.021"
"25667989","Phase II Trial of Graft-versus-Host Disease Prophylaxis with Post-Transplantation Cyclophosphamide after Reduced-Intensity Busulfan/Fludarabine Conditioning for Hematological Malignancies","Alousi AM, Brammer JE, Saliba RM, Andersson B, Popat U, Hosing C, Jones R, Shpall EJ, Khouri I, Qazilbash M, Nieto Y, Shah N, Ahmed S, Oran B, Al Atrash G, Ciurea S, Kebriaei P, Chen J, Rondon G, Champlin RE.","Biol Blood Marrow Transplant. 2015 May;21(5):906-12. doi: 10.1016/j.bbmt.2015.01.026. Epub 2015 Feb 7.","Alousi AM","Biol Blood Marrow Transplant","2015","2015/02/11","PMC4825327","NIHMS770960","10.1016/j.bbmt.2015.01.026"
"31702882","Pretransplant active disease status and HLA class II mismatching are associated with increased incidence and severity of cytokine release syndrome after haploidentical transplantation with posttransplant cyclophosphamide","Mariotti J, Taurino D, Marino F, Bramanti S, Sarina B, Morabito L, De Philippis C, Di Vito C, Mavilio D, Carlo-Stella C, Della Porta M, Santoro A, Castagna L.","Cancer Med. 2020 Jan;9(1):52-61. doi: 10.1002/cam4.2607. Epub 2019 Nov 8.","Mariotti J","Cancer Med","2020","2019/11/09","PMC6943086","","10.1002/cam4.2607"
"31586527","[Haploidentical hematopoietic stem cell transplant: How to choose the best donor? Guidelines from the Francophone Society of Bone Marrow Transplantation and Cellular Therapy (SFGM-TC)]","Dubois V, Amokrane K, Beguin Y, Bruno B, Chevallier P, Delbos F, Devillier R, Giannoli C, Guidicelli G, Harif M, Loiseau P, Rouzaire PO, Varlet P, Yakoub-Agha I, Nguyen S.","Bull Cancer. 2020 Jan;107(1S):S72-S84. doi: 10.1016/j.bulcan.2019.07.011. Epub 2019 Oct 2.","Dubois V","Bull Cancer","2020","2019/10/07","","","10.1016/j.bulcan.2019.07.011"
"30915500","Reduced dose of post-transplantation cyclophosphamide compared to ATG for graft-versus-host disease prophylaxis in recipients of mismatched unrelated donor hematopoietic cell transplantation: a single-center study","Soltermann Y, Heim D, Medinger M, Baldomero H, Halter JP, Gerull S, Arranto C, Passweg JR, Kleber M.","Ann Hematol. 2019 Jun;98(6):1485-1493. doi: 10.1007/s00277-019-03673-3. Epub 2019 Mar 26.","Soltermann Y","Ann Hematol","2019","2019/03/28","","","10.1007/s00277-019-03673-3"
"34245928","Early Post-Transplantation Serum Ferritin Level Predicts Survival in Recipients of Haploidentical Stem Cell Transplantation Using Post-Transplantation Cyclophosphamide as Graft-versus-Host Disease Prophylaxis","Jullien M, Orvain C, Berceanu A, Couturier MA, Guillaume T, Peterlin P, Garnier A, Bourgeois AL, Klemencie M, Schmidt A, Hunault M, Daguindau E, Roussel X, Delepine P, Guillerm G, Giltat A, François S, Thepot S, Gouill SL, Béné MC, Chevallier P.","Transplant Cell Ther. 2021 Oct;27(10):861.e1-861.e7. doi: 10.1016/j.jtct.2021.06.032. Epub 2021 Jul 7.","Jullien M","Transplant Cell Ther","2021","2021/07/10","","","10.1016/j.jtct.2021.06.032"
"31677215","Incidence, features, and outcomes of cytomegalovirus DNAemia in unmanipulated haploidentical allogeneic hematopoietic stem cell transplantation with post-transplantation cyclophosphamide","Huntley D, Giménez E, Pascual MJ, Hernández-Boluda JC, Gago B, Vázquez L, Piñana JL, García M, Pérez A, Serrano D, Hernández M, Albert E, Solano C, Navarro D.","Transpl Infect Dis. 2020 Feb;22(1):e13206. doi: 10.1111/tid.13206. Epub 2019 Nov 15.","Huntley D","Transpl Infect Dis","2020","2019/11/03","","","10.1111/tid.13206"
"38071080","[Research Progress of Post-Transplant Cyclophosphamide Combined with Antithymocyte Globulin in Preventing GVHD after Hematopoietic Stem Cell Transplantation --Review]","Wu MJ, Ye PP.","Zhongguo Shi Yan Xue Ye Xue Za Zhi. 2023 Dec;31(6):1899-1904. doi: 10.19746/j.cnki.issn.1009-2137.2023.06.047.","Wu MJ","Zhongguo Shi Yan Xue Ye Xue Za Zhi","2023","2023/12/09","","","10.19746/j.cnki.issn.1009-2137.2023.06.047"
"32371901","Uniform graft-versus-host disease prophylaxis with posttransplant cyclophosphamide, sirolimus, and mycophenolate mofetil following hematopoietic stem cell transplantation from haploidentical, matched sibling and unrelated donors","Montoro J, Piñana JL, Hernández-Boluda JC, Hernani R, Lorenzo I, Pérez A, Guerreiro M, Balaguer-Rosello A, Sanz GF, Carretero C, Albert E, Navarro D, Sanz MA, Solano C, Sanz J.","Bone Marrow Transplant. 2020 Nov;55(11):2147-2159. doi: 10.1038/s41409-020-0921-6. Epub 2020 May 5.","Montoro J","Bone Marrow Transplant","2020","2020/05/07","","","10.1038/s41409-020-0921-6"
"31913492","Incidence, Risk Factors, and Outcomes of Patients Who Develop Mucosal Barrier Injury-Laboratory Confirmed Bloodstream Infections in the First 100 Days After Allogeneic Hematopoietic Stem Cell Transplant","Dandoy CE, Kim S, Chen M, Ahn KW, Ardura MI, Brown V, Chhabra S, Diaz MA, Dvorak C, Farhadfar N, Flagg A, Ganguly S, Hale GA, Hashmi SK, Hematti P, Martino R, Nishihori T, Nusrat R, Olsson RF, Rotz SJ, Sung AD, Perales MA, Lindemans CA, Komanduri KV, Riches ML.","JAMA Netw Open. 2020 Jan 3;3(1):e1918668. doi: 10.1001/jamanetworkopen.2019.18668.","Dandoy CE","JAMA Netw Open","2020","2020/01/09","PMC6991246","","10.1001/jamanetworkopen.2019.18668"
"26001696","Post-transplantation Cyclophosphamide and Sirolimus after Haploidentical Hematopoietic Stem Cell Transplantation Using a Treosulfan-based Myeloablative Conditioning and Peripheral Blood Stem Cells","Cieri N, Greco R, Crucitti L, Morelli M, Giglio F, Levati G, Assanelli A, Carrabba MG, Bellio L, Milani R, Lorentino F, Stanghellini MT, De Freitas T, Marktel S, Bernardi M, Corti C, Vago L, Bonini C, Ciceri F, Peccatori J.","Biol Blood Marrow Transplant. 2015 Aug;21(8):1506-14. doi: 10.1016/j.bbmt.2015.04.025. Epub 2015 May 19.","Cieri N","Biol Blood Marrow Transplant","2015","2015/05/24","","","10.1016/j.bbmt.2015.04.025"
"31132455","Lower Graft-versus-Host Disease and Relapse Risk in Post-Transplant Cyclophosphamide-Based Haploidentical versus Matched Sibling Donor Reduced-Intensity Conditioning Transplant for Hodgkin Lymphoma","Ahmed S, Kanakry JA, Ahn KW, Litovich C, Abdel-Azim H, Aljurf M, Bacher VU, Bejanyan N, Cohen JB, Farooq U, Fuchs EJ, Bolaños-Meade J, Ghosh N, Herrera AF, Hossain NM, Inwards D, Kanate AS, Martino R, Munshi PN, Murthy H, Mussetti A, Nieto Y, Perales MA, Romee R, Savani BN, Seo S, Wirk B, Yared JA, Sureda A, Fenske TS, Hamadani M.","Biol Blood Marrow Transplant. 2019 Sep;25(9):1859-1868. doi: 10.1016/j.bbmt.2019.05.025. Epub 2019 May 25.","Ahmed S","Biol Blood Marrow Transplant","2019","2019/05/28","PMC6755039","NIHMS1530964","10.1016/j.bbmt.2019.05.025"
"31420852","Comparison of the clinical outcomes of hematologic malignancies after myeloablative haploidentical transplantation with G-CSF/ATG and posttransplant cyclophosphamide: results from the Chinese Bone Marrow Transplantation Registry Group (CBMTRG)","Tang F, Xu Y, Chen H, Xu L, Zhang X, Wang Y, Liu Q, Wu D, Huang X.","Sci China Life Sci. 2020 Apr;63(4):571-581. doi: 10.1007/s11427-019-9594-7. Epub 2019 Aug 14.","Tang F","Sci China Life Sci","2020","2019/08/18","","","10.1007/s11427-019-9594-7"
"32748216","Safety and efficacy of anti-programmed cell death-1 monoclonal antibodies before and after allogeneic hematopoietic cell transplantation for relapsed or refractory Hodgkin lymphoma: a multicenter retrospective study","Ito A, Kim SW, Matsuoka KI, Kawakita T, Tanaka T, Inamoto Y, Toubai T, Fujiwara SI, Fukaya M, Kondo T, Sugita J, Nara M, Katsuoka Y, Imai Y, Nakazawa H, Kawashima I, Sakai R, Ishii A, Onizuka M, Takemura T, Terakura S, Iida H, Nakamae M, Higuchi K, Tamura S, Yoshioka S, Togitani K, Kawano N, Suzuki R, Suzumiya J, Izutsu K, Teshima T, Fukuda T.","Int J Hematol. 2020 Nov;112(5):674-689. doi: 10.1007/s12185-020-02960-4. Epub 2020 Aug 3.","Ito A","Int J Hematol","2020","2020/08/05","","","10.1007/s12185-020-02960-4"
"31628924","Comparative effectiveness of busulfan/cyclophosphamide versus busulfan/fludarabine myeloablative conditioning for allogeneic hematopoietic cell transplantation in acute myeloid leukemia and myelodysplastic syndrome","Patel SS, Rybicki L, Pohlman B, Bolwell B, Gerds AT, Hamilton BK, Hanna R, Kalaycio M, Majhail NS, Sobecks R.","Hematol Oncol Stem Cell Ther. 2020 Sep;13(3):160-165. doi: 10.1016/j.hemonc.2019.09.002. Epub 2019 Oct 11.","Patel SS","Hematol Oncol Stem Cell Ther","2020","2019/10/20","","","10.1016/j.hemonc.2019.09.002"
"32620146","Post-transplant cyclophosphamide versus antithymocyte globulin in patients with acute myeloid leukemia in first complete remission undergoing allogeneic stem cell transplantation from 10/10 HLA-matched unrelated donors","Brissot E, Labopin M, Moiseev I, Cornelissen JJ, Meijer E, Van Gorkom G, Rovira M, Ciceri F, Griskevicius L, Blaise D, Forcade E, Mistrik M, Mielke S, Bulabois CE, Niittyvuopio R, Deconinck E, Ruggeri A, Sanz J, Spyridonidis A, Savani B, Giebel S, Nagler A, Mohty M.","J Hematol Oncol. 2020 Jul 3;13(1):87. doi: 10.1186/s13045-020-00923-0.","Brissot E","J Hematol Oncol","2020","2020/07/05","PMC7333262","","10.1186/s13045-020-00923-0"
"30446741","Low-dose anti-thymocyte globulin plus low-dose posttransplant cyclophosphamide as graft-versus-host disease prophylaxis in haploidentical peripheral blood stem cell transplantation combined with unrelated cord blood for patients with hematologic malignancies: a prospective, phase II study","Yang J, Jiang J, Cai Y, Li S, Wan L, Zhu J, Liu H, Shao S, Bai H, Wang C, Song X.","Bone Marrow Transplant. 2019 Jul;54(7):1049-1057. doi: 10.1038/s41409-018-0382-3. Epub 2018 Nov 16.","Yang J","Bone Marrow Transplant","2019","2018/11/18","PMC6760546","","10.1038/s41409-018-0382-3"
"41573557","Allo-HCT with post-transplant cyclophosphamide in older adults: similar safety and a viable option compared to younger adults","Pinedo G, Suárez-Lledó M, Antonio M, Guardia L, Solé B, Charry P, Cid J, Lozano M, Pedraza A, Esteve J, Carreras E, Fernández-Avilés F, Martínez C, Rovira M, Salas MQ.","Front Immunol. 2026 Jan 7;16:1678899. doi: 10.3389/fimmu.2025.1678899. eCollection 2025.","Pinedo G","Front Immunol","2026","2026/01/23","PMC12819587","","10.3389/fimmu.2025.1678899"
"21925089","Treatment of hematological malignancies with nonmyeloablative, HLA-haploidentical bone marrow transplantation and high dose, post-transplantation cyclophosphamide","Munchel AT, Kasamon YL, Fuchs EJ.","Best Pract Res Clin Haematol. 2011 Sep;24(3):359-68. doi: 10.1016/j.beha.2011.05.001. Epub 2011 Jul 13.","Munchel AT","Best Pract Res Clin Haematol","2011","2011/09/20","PMC3204344","NIHMS311301","10.1016/j.beha.2011.05.001"
"28355720","[The clinical characteristics of adult hemophagocytic lymphohistiocytosis treated with haploidentical donor hematopoietic stem cell transplantation]","Fu L, Wei N, Wang JS, Wu L, Wang YN, Huang DY, Liu JL, Wang Z.","Zhonghua Nei Ke Za Zhi. 2017 Apr 1;56(4):273-278. doi: 10.3760/cma.j.issn.0578-1426.2017.04.007.","Fu L","Zhonghua Nei Ke Za Zhi","2017","2017/03/30","","","10.3760/cma.j.issn.0578-1426.2017.04.007"
"35438460","Successful HLA-haploidentical stem cell transplantation with post-transplant cyclophosphamide in an older patient with chronic active Epstein-Barr virus infection","Maegaki M, Kawamura K, Hara K, Hosoda R, Suzuki S, Hosoda Y, Imadome KI, Motokura T, Fukuda T.","Int J Hematol. 2022 Oct;116(4):630-634. doi: 10.1007/s12185-022-03345-5. Epub 2022 Apr 18.","Maegaki M","Int J Hematol","2022","2022/04/19","","","10.1007/s12185-022-03345-5"
"26284307","HLA haploidentical peripheral blood stem cell transplantation using reduced dose of posttransplantation cyclophosphamide for poor-prognosis or refractory leukemia and myelodysplastic syndrome","Nakamae H, Koh H, Katayama T, Nishimoto M, Hayashi Y, Nakashima Y, Nakane T, Nakamae M, Hirose A, Hino M.","Exp Hematol. 2015 Nov;43(11):921-929.e1. doi: 10.1016/j.exphem.2015.07.006. Epub 2015 Aug 15.","Nakamae H","Exp Hematol","2015","2015/08/19","","","10.1016/j.exphem.2015.07.006"
"24251680","Donor T-cell chimerism and early post-transplant cytomegalovirus viremia in patients treated with myeloablative allogeneic hematopoietic stem cell transplant","Taimur S, Askar M, Sobecks R, Rybicki L, Warshawsky I, Mossad S.","Transpl Infect Dis. 2014 Feb;16(1):61-6. doi: 10.1111/tid.12163. Epub 2013 Nov 20.","Taimur S","Transpl Infect Dis","2014","2013/11/21","","","10.1111/tid.12163"
"22522568","Ultra-short course sirolimus contributes to effective GVHD prophylaxis after reduced-intensity allogeneic hematopoietic cell transplantation","Fløisand Y, Brinch L, Gedde-Dahl T, Tjønnfjord GE, Dybedal I, Holte H, Heldal D, Torfoss D, Aurlien E, Lauritzsen GF, Fosså A, Lehne G, Baggerød E, Kvalheim G, Egeland T, Bishop MR, Fowler DH, Kolstad A.","Bone Marrow Transplant. 2012 Dec;47(12):1552-7. doi: 10.1038/bmt.2012.63. Epub 2012 Apr 23.","Fløisand Y","Bone Marrow Transplant","2012","2012/04/24","PMC6980358","NIHMS1064795","10.1038/bmt.2012.63"
"28691152","Reduced BUCY 2 and G-CSF-primed bone marrow associates with low graft-versus-host-disease and transplant-related mortality in allogeneic HSCT","Leon Rodriguez E, Rivera Franco MM, Perez Alvarez SI.","Ann Hematol. 2017 Sep;96(9):1525-1531. doi: 10.1007/s00277-017-3056-0. Epub 2017 Jul 9.","Leon Rodriguez E","Ann Hematol","2017","2017/07/11","","","10.1007/s00277-017-3056-0"
"32428732","CTLA4Ig in an Extended Schedule along with Sirolimus Improves Outcome with a Distinct Pattern of Immune Reconstitution Following Post-Transplantation Cyclophosphamide-Based Haploidentical Transplantation for Hemoglobinopathies","Jaiswal SR, Bhakuni P, Aiyer HM, Soni M, Bansal S, Chakrabarti S.","Biol Blood Marrow Transplant. 2020 Aug;26(8):1469-1476. doi: 10.1016/j.bbmt.2020.05.005. Epub 2020 May 17.","Jaiswal SR","Biol Blood Marrow Transplant","2020","2020/05/20","","","10.1016/j.bbmt.2020.05.005"
"29367429","Flt-3L Expansion of Recipient CD8α(+) Dendritic Cells Deletes Alloreactive Donor T Cells and Represents an Alternative to Posttransplant Cyclophosphamide for the Prevention of GVHD","Markey KA, Kuns RD, Browne DJ, Gartlan KH, Robb RJ, Martins JP, Henden AS, Minnie SA, Cheong M, Koyama M, Smyth MJ, Steptoe RJ, Belz GT, Brocker T, Degli-Esposti MA, Lane SW, Hill GR.","Clin Cancer Res. 2018 Apr 1;24(7):1604-1616. doi: 10.1158/1078-0432.CCR-17-2148. Epub 2018 Jan 24.","Markey KA","Clin Cancer Res","2018","2018/01/26","","","10.1158/1078-0432.CCR-17-2148"
"27217372","Haploidentical transplantation in children with unmanipulated peripheral blood stem cell graft: The need to look beyond post-transplantation cyclophosphamide in younger children","Jaiswal SR, Chakrabarti A, Chatterjee S, Ray K, Chakrabarti S.","Pediatr Transplant. 2016 Aug;20(5):675-82. doi: 10.1111/petr.12724. Epub 2016 May 24.","Jaiswal SR","Pediatr Transplant","2016","2016/05/25","","","10.1111/petr.12724"
"27522040","Comparative Outcomes after Haploidentical or Unrelated Donor Bone Marrow or Blood Stem Cell Transplantation in Adult Patients with Hematological Malignancies","Baker M, Wang H, Rowley SD, Cai L, Pecora AL, Skarbnik A, Vesole DH, Adler-Brecher B, Kim D, Donato ML.","Biol Blood Marrow Transplant. 2016 Nov;22(11):2047-2055. doi: 10.1016/j.bbmt.2016.08.003. Epub 2016 Aug 10.","Baker M","Biol Blood Marrow Transplant","2016","2016/08/14","","","10.1016/j.bbmt.2016.08.003"
"28554856","Beneficial Role of Low-Dose Antithymocyte Globulin in Unrelated Stem Cell Transplantation for Adult Patients with Acquired Severe Aplastic Anemia: Reduction of Graft-versus-Host Disease and Improvement of Graft-versus-Host Disease-Free, Failure-Free Survival Rate","Park SS, Kwak DH, Jeon YW, Yoon JH, Lee SE, Cho BS, Eom KS, Kim YJ, Kim HJ, Lee S, Min CK, Cho SG, Kim DW, Min WS, Lee JW.","Biol Blood Marrow Transplant. 2017 Sep;23(9):1498-1508. doi: 10.1016/j.bbmt.2017.05.026. Epub 2017 May 26.","Park SS","Biol Blood Marrow Transplant","2017","2017/05/31","","","10.1016/j.bbmt.2017.05.026"
"30009980","Reduced-Intensity Conditioning and Dual T Lymphocyte Suppression with Antithymocyte Globulin and Post-Transplant Cyclophosphamide as Graft-versus-Host Disease Prophylaxis in Haploidentical Hematopoietic Stem Cell Transplants for Hematological Malignancies","Law AD, Salas MQ, Lam W, Michelis FV, Thyagu S, Kim DDH, Lipton JH, Kumar R, Messner H, Viswabandya A.","Biol Blood Marrow Transplant. 2018 Nov;24(11):2259-2264. doi: 10.1016/j.bbmt.2018.07.008. Epub 2018 Aug 7.","Law AD","Biol Blood Marrow Transplant","2018","2018/07/17","PMC7110605","","10.1016/j.bbmt.2018.07.008"
"29544522","Post-transplant cyclophosphamide for graft-versus-host disease prophylaxis in HLA matched sibling or matched unrelated donor transplant for patients with acute leukemia, on behalf of ALWP-EBMT","Ruggeri A, Labopin M, Bacigalupo A, Afanasyev B, Cornelissen JJ, Elmaagacli A, Itälä-Remes M, Blaise D, Meijer E, Koc Y, Milpied N, Schouten HC, Kroeger N, Mohty M, Nagler A.","J Hematol Oncol. 2018 Mar 15;11(1):40. doi: 10.1186/s13045-018-0586-4.","Ruggeri A","J Hematol Oncol","2018","2018/03/17","PMC5855999","","10.1186/s13045-018-0586-4"
"30770870","Evaluation of infectious complications after haploidentical hematopoietic stem cell transplantation with post-transplant cyclophosphamide following reduced-intensity and myeloablative conditioning: a study on behalf of the Francophone Society of Stem Cell Transplantation and Cellular Therapy (SFGM-TC)","Fayard A, Daguenet E, Blaise D, Chevallier P, Labussière H, Berceanu A, Yakoub-Agha I, Socié G, Charbonnier A, Suarez F, Huynh A, Mercier M, Bulabois CE, Lioure B, Chantepie S, Beguin Y, Bourhis JH, Malfuson JV, Clément L, Peffault de la Tour R, Cornillon J.","Bone Marrow Transplant. 2019 Oct;54(10):1586-1594. doi: 10.1038/s41409-019-0475-7. Epub 2019 Feb 15.","Fayard A","Bone Marrow Transplant","2019","2019/02/17","","","10.1038/s41409-019-0475-7"
"29330396","Comparable survival using a CMV-matched or a mismatched donor for CMV+ patients undergoing T-replete haplo-HSCT with PT-Cy for acute leukemia: a study of behalf of the infectious diseases and acute leukemia working parties of the EBMT","Cesaro S, Crocchiolo R, Tridello G, Knelange N, Van Lint MT, Koc Y, Ciceri F, Gülbas Z, Tischer J, Afanasyev B, Bruno B, Castagna L, Blaise D, Mohty M, Irrera G, Diez-Martin JL, Pierelli L, Pioltelli P, Arat M, Delia M, Fagioli F, Ehninger G, Aljurf M, Carella AM, Ozdogu H, Mikulska M, Ljungman P, Nagler A, Styczynski J.","Bone Marrow Transplant. 2018 Apr;53(4):422-430. doi: 10.1038/s41409-017-0016-1. Epub 2018 Jan 12.","Cesaro S","Bone Marrow Transplant","2018","2018/01/14","","","10.1038/s41409-017-0016-1"
"29536560","Haploidentical transplantation outcomes for secondary acute myeloid leukemia: Acute Leukemia Working Party (ALWP) of the European Society for Blood and Marrow Transplantation (EBMT) study","Li Z, Labopin M, Ciceri F, Blaise D, Tischer J, Ehninger G, Van Lint MT, Koc Y, Santarone S, Forcade E, Castagna L, Polge E, Mailhol A, Ruggeri A, Mohty M, Savani BN, Nagler A.","Am J Hematol. 2018 Jun;93(6):769-777. doi: 10.1002/ajh.25087. Epub 2018 Apr 11.","Li Z","Am J Hematol","2018","2018/03/15","","","10.1002/ajh.25087"
"24315842","Fludarabine and exposure-targeted busulfan compares favorably with busulfan/cyclophosphamide-based regimens in pediatric hematopoietic cell transplantation: maintaining efficacy with less toxicity","Bartelink IH, van Reij EM, Gerhardt CE, van Maarseveen EM, de Wildt A, Versluys B, Lindemans CA, Bierings MB, Boelens JJ.","Biol Blood Marrow Transplant. 2014 Mar;20(3):345-53. doi: 10.1016/j.bbmt.2013.11.027. Epub 2013 Dec 4.","Bartelink IH","Biol Blood Marrow Transplant","2014","2013/12/10","","","10.1016/j.bbmt.2013.11.027"
"28131632","CD56-enriched donor cell infusion after post-transplantation cyclophosphamide for haploidentical transplantation of advanced myeloid malignancies is associated with prompt reconstitution of mature natural killer cells and regulatory T cells with reduced incidence of acute graft versus host disease: A pilot study","Jaiswal SR, Zaman S, Nedunchezhian M, Chakrabarti A, Bhakuni P, Ahmed M, Sharma K, Rawat S, O'donnell P, Chakrabarti S.","Cytotherapy. 2017 Apr;19(4):531-542. doi: 10.1016/j.jcyt.2016.12.006. Epub 2017 Jan 25.","Jaiswal SR","Cytotherapy","2017","2017/01/30","","","10.1016/j.jcyt.2016.12.006"
"28039079","Post-Transplant Cyclophosphamide and Tacrolimus-Mycophenolate Mofetil Combination Prevents Graft-versus-Host Disease in Allogeneic Peripheral Blood Hematopoietic Cell Transplantation from HLA-Matched Donors","Carnevale-Schianca F, Caravelli D, Gallo S, Coha V, D'Ambrosio L, Vassallo E, Fizzotti M, Nesi F, Gioeni L, Berger M, Polo A, Gammaitoni L, Becco P, Giraudo L, Mangioni M, Sangiolo D, Grignani G, Rota-Scalabrini D, Sottile A, Fagioli F, Aglietta M.","Biol Blood Marrow Transplant. 2017 Mar;23(3):459-466. doi: 10.1016/j.bbmt.2016.12.636. Epub 2016 Dec 27.","Carnevale-Schianca F","Biol Blood Marrow Transplant","2017","2017/01/01","","","10.1016/j.bbmt.2016.12.636"
"28549771","Calcineurin and mTOR Inhibitor-Free Post-Transplantation Cyclophosphamide and Bortezomib Combination for Graft-versus-Host Disease Prevention after Peripheral Blood Allogeneic Hematopoietic Stem Cell Transplantation: A Phase I/II Study","Al-Homsi AS, Cole K, Muilenburg M, Goodyke A, Abidi M, Duffner U, Williams S, Parker J, Abdel-Mageed A.","Biol Blood Marrow Transplant. 2017 Oct;23(10):1651-1657. doi: 10.1016/j.bbmt.2017.05.024. Epub 2017 May 23.","Al-Homsi AS","Biol Blood Marrow Transplant","2017","2017/05/28","","","10.1016/j.bbmt.2017.05.024"
