study_id,comparison,category,subtype,timepoint_used,ptcy_arm_id,comp_arm_id,ptcy_n,comp_n,ptcy_e,comp_e,ptcy_ci_pct,comp_ci_pct,ptcy_steroid_pct,comp_steroid_pct
304,1,cGVHD,moderate_severe_NIH,D+730_2yr,332,333,62.0,71.0,16.0,33.0,26.0,46.0,11.0,28.0
335,1,cGVHD,moderate_severe_NIH,D+730_2yr,366,367,88.0,73.0,8.0,29.0,9.4,39.5,18.2,26.0
338,1,cGVHD,moderate_severe_NIH,D+730_2yr,373,374,95.0,177.0,4.0,81.0,4.4,45.9,,
340,1,cGVHD,moderate_severe_NIH,D+730_2yr,375,376,758.0,2586.0,220.0,1060.0,29.0,41.0,35.0,44.7
390,1,cGVHD,moderate_severe_NIH,D+730_2yr,431,432,114.0,125.0,19.0,20.0,17.0,16.0,26.0,36.0
395,1,cGVHD,moderate_severe_NIH,D+730_2yr,438,439,157.0,140.0,10.0,25.0,6.1,18.2,16.6,31.6
396,1,cGVHD,moderate_severe_NIH,D+730_2yr,441,440,122.0,230.0,13.0,34.0,10.6,14.6,28.7,28.6
401,1,cGVHD,moderate_severe_NIH,D+730_2yr,448,449,157.0,140.0,10.0,25.0,6.1,18.2,16.6,31.6
410,1,cGVHD,moderate_severe_NIH,D+730_2yr,456,457,110.0,160.0,13.0,58.0,11.8,36.2,18.2,40.4
421,1,cGVHD,moderate_severe_NIH,D+730_2yr,466,467,68.0,271.0,5.0,92.0,8.0,34.0,,
424,1,cGVHD,moderate_severe_NIH,D+730_2yr,471,472,36.0,71.0,8.0,35.0,,,16.7,26.8
457,1,cGVHD,moderate_severe_NIH,D+730_2yr,513,514,71.0,48.0,8.0,20.0,11.5,42.3,,
