arm_id,study_id,arm_label_in_paper,arm_role,comparison_1_eligible,comparison_2_eligible,comparison_3_eligible,n_patients,pct_male,age_median_years,age_iqr_low,age_iqr_high,age_range_min,age_range_max,age_mean_years,age_sd_years,disease_aml_pct,disease_all_pct,disease_mds_pct,disease_mpn_pct,disease_cml_pct,disease_lymphoma_pct,disease_mm_pct,disease_cll_pct,disease_saa_pct,disease_other_pct,disease_risk_high_pct,disease_risk_intermediate_pct,disease_risk_low_pct,disease_risk_classifier_used,donor_msd_pct,donor_mud_pct,donor_mmud_pct,donor_haplo_pct,donor_ucb_pct,donor_predominant,graft_pbsc_pct,graft_bm_pct,graft_ucb_pct,graft_predominant,conditioning_mac_pct,conditioning_ric_pct,conditioning_nma_pct,conditioning_classification_scheme,conditioning_predominant,tbi_used_pct,hla_10_10_pct,hla_9_10_pct,hla_8_10_or_lower_pct,hla_haplo_pct,cmv_recipient_pos_pct,cmv_donor_pos_pct,cmv_DposRpos_pct,cmv_DposRneg_pct,cmv_DnegRpos_pct,cmv_DnegRneg_pct,cmv_serostatus_reporting,ptcy_used,ptcy_dose_mg_kg_per_dose,ptcy_n_doses,ptcy_days_post_transplant,ptcy_total_dose_mg_kg,ptcy_dose_category,cni_used,cni_agent,cni_target_trough_ng_ml_range,mmf_used,mmf_total_daily_dose_mg,mtx_used,mtx_schedule,mtx_total_dose_mg_m2,sirolimus_used,abatacept_used,other_immunosuppressant_used,other_immunosuppressant_description,atg_used,atg_agent,atg_total_dose_mg_kg,atg_dose_category,atg_timing,letermovir_use,letermovir_era_proxy,antifungal_prophylaxis_agent,antifungal_mold_active,antifungal_duration_target,antibacterial_prophylaxis_agent,pjp_prophylaxis_agent,cmv_monitoring_method,cmv_monitoring_frequency_per_week,cmv_preemptive_threshold,systemic_steroid_for_gvhd_exposure_pct,steroid_exposure_duration_days_median,second_line_gvhd_therapy_exposure_pct
231,232,Haplo (HaploHCT with PTCy),PTCy_arm,Y,N,N,487,62.2,33,24,46,18,73,NR,NR,0,100,0,0,0,0,0,0,0,0,33.5,NR,NR,investigator_defined,0,0,0,100,0,haplo,51.3,48.7,0,mixed,73.5,26.5,0,CIBMTR,MAC,NR,0,0,100,100,79.5,70.59999999999999,62.2,8.4,17.2,8.800000000000001,DR_combinations,Y,50,2,"+3,+4",100,standard_50x2,Y,NR,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,32,NR,NR
232,232,MUD (8/8 matched unrelated donor with CNI-based prophylaxis +/- ATG),comparator_arm,Y,N,N,974,62.2,36,25,50,18,76,NR,NR,0,100,0,0,0,0,0,0,0,0,33.5,NR,NR,investigator_defined,0,100,0,0,0,MUD,82.8,17.2,0,PBSC,73.5,26.5,0,CIBMTR,MAC,NR,NR,0,0,0,58,37.7,28.5,9.1,29,28.2,DR_combinations,N,NA,NA,NA,NA,NA,Y,NR,NR,Y,NR,Y,NR,NR,Y,N,N,NA,Y,NR,NR,NR,pre_transplant,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,33,NR,NR
233,236,PTCy,PTCy_arm,N,Y,N,123,NR,53,NR,NR,18,75,50,13,19,29,2,3,1,13,31,NR,NR,4,NR,NR,NR,NR,25,46,17,NR,0,MUD,100,0,0,PBSC,100,0,0,investigator_defined,MAC,45,72,NR,NR,NR,NR,NR,47,12,7,34,DR_combinations,Y,50,2,"+3,+4",100,standard_50x2,Y,tacrolimus,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,NR,mixed_spans_era,echinocandin_other,N,NR,fluoroquinolone,TMP_SMX,PCR_qPCR,1,NR,40,NR,NR
234,236,ATLG,comparator_arm,N,Y,N,476,NR,53,NR,NR,18,75,50,14,43,10,9,1,3,17,13,NR,NR,4,NR,NR,NR,NR,16,64,20,0,0,MUD,100,0,0,PBSC,100,0,0,investigator_defined,MAC,31,79,NR,NR,0,NR,NR,41,14,13,32,DR_combinations,N,NA,NA,NA,NA,NA,Y,mixed,NR,mixed,NR,mixed,NR,NR,N,N,N,NA,Y,rabbit_grafalon_ATLG,49.8,high_gt_10_rabbit_ATLG,pre_transplant,NR,mixed_spans_era,echinocandin_other,N,NR,fluoroquinolone,TMP_SMX,PCR_qPCR,1,NR,36,NR,NR
235,238,PTCY/TAC/MMF,PTCy_arm,Y,N,N,107,51.4,62,NR,NR,21,78,NR,NR,39.3,12.1,24.3,7.5,2.8,6.5,0,0,0,7.5,14,65.40000000000001,15.9,DRI,0,46.7,53.3,0,0,MMUD,100,0,0,PBSC,27.1,72.90000000000001,0,CIBMTR,RIC,NR,NR,NR,NR,0,33.7,43,15.9,27.1,17.8,38.3,DR_combinations,Y,50,2,"+3,+4",100,standard_50x2,Y,tacrolimus,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,NR,post_2018,NR,NR,NR,NR,NR,NR,NR,NR,20,NR,NR
236,238,"TAC-based (TAC/MTX, TAC/MTX/Rap, TAC/Rap pooled)",comparator_arm,Y,N,N,463,60.9,64,NR,NR,21,79,NR,NR,38.4,10.4,27.6,7.8,1.1,10.4,0,0,0,4.3,12.5,67.8,14.5,DRI,0,94.2,5.8,0,0,MUD,100,0,0,PBSC,26.6,73.40000000000001,0,CIBMTR,RIC,NR,NR,NR,NR,0,41.9,40.4,17.1,23.3,24.8,34.8,DR_combinations,N,NA,NA,NA,NA,NA,Y,tacrolimus,NR,N,NA,Y,"Days +1, +3, +6, +11 (TAC/MTX and TAC/MTX/Rap arms)",NR,Y,N,N,NA,N,NA,NA,NA,NA,NR,post_2018,NR,NR,NR,NR,NR,NR,NR,NR,20,NR,NR
237,241,PTCY,PTCy_arm,Y,N,N,184,57.6,63,NR,NR,21,79,NR,NR,62,0,38,0,0,0,0,0,0,0,18.5,65.2,5.4,investigator_defined,2.7,15.8,32.1,48.9,0,haplo,86.40000000000001,13.6,0,PBSC,28.8,71.2,0,investigator_defined,RIC,34.8,NR,NR,NR,48.9,NR,NR,NR,NR,NR,NR,NR,Y,50,2,"+3,+4",100,standard_50x2,Y,tacrolimus,NR,NR,NR,N,NA,NA,NR,N,NR,NR,N,NA,NA,NA,NA,NR,post_2018,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
238,241,No PTCY,comparator_arm,Y,N,N,402,59,63,NR,NR,21,78,NR,NR,64.2,0,35.8,0,0,0,0,0,0,0,18.2,64.40000000000001,5.7,investigator_defined,19.9,73.09999999999999,6.7,0,0,MUD,91.3,8.699999999999999,0,PBSC,37.6,62.4,0,investigator_defined,RIC,0,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,Y,tacrolimus,NR,N,NA,Y,NR,NR,mixed,N,N,NA,N,NA,NA,NA,NA,NR,post_2018,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
239,242,PTCy group,PTCy_arm,Y,N,N,41,51.2,50,NR,NR,20,64,NR,NR,36.6,17.1,NR,4.9,NR,22,2.4,7.3,9.800000000000001,NR,32,17,27,refined_DRI,0,0,100,0,0,MMUD,17,83,0,BM,56,44,0,investigator_defined,MAC,NR,0,100,0,0,88,41,34,7,54,5,DR_combinations,Y,50,2,"+3,+4",100,standard_50x2,Y,tacrolimus,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,none,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,37,NR,NR
240,242,Conventional GVHD prophylaxis group,comparator_arm,Y,N,N,72,62.5,54,NR,NR,19,74,NR,NR,41.7,5.6,NR,11.1,NR,25,0,13.9,2.8,NR,26,36,22,refined_DRI,0,0,100,0,0,MMUD,38,63,0,BM,50,50,0,investigator_defined,mixed,NR,0,100,0,0,86,43,36,7,50,7,DR_combinations,N,NA,NA,NA,NA,NA,Y,tacrolimus,NR,N,NA,Y,"5 mg/m2 IV D+1, +3, +6, +11",20,N,N,Y,alemtuzumab n=2 instead of ATG,Y,rabbit_thymoglobulin,NR,NR,pre_transplant,none,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,36,NR,NR
241,243,Haploidentical group,PTCy_arm,N,N,Y,275,NR,51,NR,NR,18,72,NR,NR,NR,18,NR,NR,NR,17,NR,NR,0,8,35,54,6,DRI,0,0,0,100,0,haplo,34,66,0,BM,24,76,0,investigator_defined,RIC,NR,0,0,0,100,81,55,48,7,33,11,DR_combinations,Y,50,2,"+3,+4",100,standard_50x2,Y,tacrolimus,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,era_proxy_only,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,40,NR,NR
242,243,MUD group,comparator_arm,N,N,Y,246,NR,61,NR,NR,18,77,NR,NR,NR,4,NR,NR,NR,6,NR,NR,0,15,33,59,4,DRI,0,100,0,0,0,MUD,77,23,0,PBSC,60,40,0,investigator_defined,MAC,NR,NR,0,0,0,70,36,27,9,43,21,DR_combinations,Y,50,2,"+3,+4",100,standard_50x2,Y,tacrolimus,NR,mixed,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,era_proxy_only,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,48,NR,NR
243,243,MSD group,comparator_arm,N,N,N,140,NR,60,NR,NR,23,72,NR,NR,NR,4,NR,NR,NR,11,NR,NR,0,15,26,67,5,DRI,100,0,0,0,0,MSD,99,0.7,0,PBSC,74,26,0,investigator_defined,MAC,NR,0,0,0,0,77,67,57,10,20,13,DR_combinations,Y,50,2,"+3,+4",100,standard_50x2,Y,tacrolimus,NR,mixed,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,era_proxy_only,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,39,NR,NR
244,244,MUD Tac/MTX/ATG,comparator_arm,N,N,Y,306,NR,53,NR,NR,18,79,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,36,NR,NR,DRI,0,100,0,0,0,MUD,64,36,0,PBSC,60,40,NR,investigator_defined,MAC,NR,NR,NR,NR,0,65,NR,NR,NR,NR,NR,R_only,N,NA,NA,NA,NA,NA,Y,tacrolimus,7-12,N,NA,Y,"5 mg/m2 IV days 1, 3, 6, and 11",20,N,N,N,NA,Y,rabbit_thymoglobulin,4,low_le_4.5_rabbit,pre_transplant,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,42,NR,16
245,244,MUD PTCy-based,PTCy_arm,N,N,Y,246,NR,61,NR,NR,18,77,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,40,NR,NR,DRI,0,100,0,0,0,MUD,77,23,0,PBSC,64,36,NR,investigator_defined,MAC,NR,NR,NR,NR,0,63,NR,NR,NR,NR,NR,R_only,Y,50,2,"D+3, D+4",100,standard_50x2,Y,tacrolimus,7-12,mixed,15 mg/kg IV/PO q8h (max 1g/dose) D+5 to D+35 per protocol,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,52,NR,11
246,244,MSD Tac/MTX,comparator_arm,Y,N,N,272,NR,54,NR,NR,18,74,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,49,NR,NR,DRI,100,0,0,0,0,MSD,96,4,0,PBSC,63,37,NR,investigator_defined,MAC,NR,100,0,0,0,51,NR,NR,NR,NR,NR,R_only,N,NA,NA,NA,NA,NA,Y,tacrolimus,7-12,N,NA,Y,"5 mg/m2 IV days 1, 3, 6, and 11",20,N,N,N,NA,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,37,NR,10
247,244,MSD PTCy-based,PTCy_arm,Y,N,N,140,NR,60,NR,NR,23,72,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,51,NR,NR,DRI,100,0,0,0,0,MSD,99,1,0,PBSC,74,26,NR,investigator_defined,MAC,NR,100,0,0,0,49,NR,NR,NR,NR,NR,R_only,Y,50,2,"D+3, D+4",100,standard_50x2,Y,tacrolimus,7-12,mixed,15 mg/kg IV/PO q8h (max 1g/dose) D+5 to D+35 per protocol,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,44,NR,13
248,245,Younger haploidentical (donor <35 y),PTCy_arm,Y,N,N,187,56,41.4,29.2,55,NR,NR,NR,NR,0,100,0,0,0,0,0,0,0,0,NR,NR,NR,NR,0,0,0,100,0,haplo,58,42,0,PBSC,56,45,NR,CIBMTR,MAC,40,0,0,0,100,72,NR,47,7,25,21,DR_combinations,Y,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR,N,NA,NA,NR,N,N,NA,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,16.3,NR,NR
249,245,Older MUD (donor >=35 y),comparator_arm,Y,N,N,232,58,42.7,31.3,56.7,NR,NR,NR,NR,0,100,0,0,0,0,0,0,0,0,NR,NR,NR,NR,0,100,0,0,0,MUD,84,16,0,PBSC,76,23,NR,CIBMTR,MAC,60,NR,0,0,0,62,NR,34,15,28,23,DR_combinations,N,NA,NA,NA,NA,NA,Y,NR,NR,mixed,NR,mixed,NR,NR,NR,N,Y,"Conventional CNI-based prophylaxis: CNI+methotrexate +/- others (11%), CNI+mycophenolate mofetil +/- others (73%), CNI +/- others (16%). No PTCy. No ATG (excluded).",N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,21.5,NR,NR
250,246,MUD-CNI,comparator_arm,Y,N,N,7272,56.4,61,49,67,18,83,NR,NR,54.1,16.6,29.2,0,0,0,0,0,0,0,31.6,56.7,3.3,DRI,0,100,0,0,0,MUD,87.2,12.8,0,PBSC,47.4,52.6,NR,CIBMTR,RIC,NR,NR,0,0,0,62.2,39,28,11,34.2,26.8,DR_combinations,N,NA,NA,NA,NA,NA,Y,mixed,NR,Y,NR,Y,NR,NR,Y,N,N,CNI+MTX or MMF 84.7%; CNI+sirolimus +/- MMF or MTX 15.3%,Y,NR,NR,NR,NR,NR,post_2018,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
251,246,MUD-PTCy,PTCy_arm,Y,N,N,1681,59.9,62,50,68,18,82,NR,NR,54.1,14.9,31.1,0,0,0,0,0,0,0,28.6,56.6,3.5,DRI,0,100,0,0,0,MUD,92.40000000000001,7.6,0,PBSC,39.7,60.3,NR,CIBMTR,RIC,NR,NR,0,0,0,62.2,38.2,27.8,10.4,35.4,26.4,DR_combinations,Y,50,2,"+3,+4",100,standard_50x2,Y,mixed,NR,Y,NR,N,NA,NA,Y,N,N,PTCy+CNI+MMF 94.3%; PTCy+sirolimus+MMF 5.7%,Y,NR,NR,NR,NR,NR,post_2018,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
252,246,MMUD-PTCy,PTCy_arm,N,Y,N,613,45.4,58,46,66,18,79,NR,NR,53.8,20.9,25.3,0,0,0,0,0,0,0,28.2,60.2,2.9,DRI,0,0,100,0,0,MMUD,83.40000000000001,16.6,0,PBSC,39.8,60.2,NR,CIBMTR,RIC,NR,0,0,100,0,66.2,48.2,33.4,14.8,31.2,20.6,DR_combinations,Y,50,2,"+3,+4",100,standard_50x2,Y,mixed,NR,Y,NR,N,NA,NA,Y,N,N,PTCy+CNI+MMF 83.0%; PTCy+sirolimus+MMF 17.0%,Y,NR,NR,NR,NR,NR,post_2018,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
253,246,MMUD-CNI,comparator_arm,N,Y,N,459,57.1,58,41.5,67,18,81,NR,NR,52.9,20.3,26.8,0,0,0,0,0,0,0,39,52.1,1.7,DRI,0,0,100,0,0,MMUD,86.09999999999999,13.9,0,PBSC,47.7,52.3,NR,CIBMTR,RIC,NR,0,0,100,0,68.8,46.2,37,9.199999999999999,31.8,22,DR_combinations,N,NA,NA,NA,NA,NA,Y,mixed,NR,Y,NR,Y,NR,NR,Y,N,N,CNI+MTX or MMF 80.6%; CNI+sirolimus +/- MMF or MTX 19.4%,Y,NR,NR,NR,NR,NR,post_2018,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
254,248,HAPLO and PT-CY,PTCy_arm,Y,N,N,67,61.2,51,NR,NR,17,74,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,0,100,0,haplo,0,100,0,BM,88,12,0,investigator_defined,MAC,NR,NA,NA,NA,100,86.90000000000001,62.3,NR,NR,NR,NR,DR_combinations,Y,50,2,"+3,+5",100,standard_50x2,Y,cyclosporine,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,none,pre_2018,NR,NR,NR,NR,NR,mixed,2,pp65 >=1/2.5x10^5 cells OR qPCR >1000 genomes/mL,24,NR,NR
255,248,UD and ATG,comparator_arm,Y,N,N,30,56.7,48,NR,NR,19,63,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,100,NR,0,0,MUD,66.7,23.3,10,PBSC,87,13,0,investigator_defined,MAC,NR,NR,NR,NR,0,93.3,36.7,NR,NR,NR,NR,DR_combinations,N,NA,NA,NA,NA,NA,Y,cyclosporine,NR,N,NA,Y,NR,NR,N,N,N,NA,Y,rabbit_thymoglobulin,7.5,standard_4.5_to_10_rabbit,pre_transplant,none,pre_2018,NR,NR,NR,NR,NR,mixed,2,pp65 >=1/2.5x10^5 cells OR qPCR >1000 genomes/mL,30,NR,NR
256,250,Haploidentical,PTCy_arm,Y,N,N,330,55.8,50,31,59,NR,NR,NR,NR,NR,NR,NR,12.4,NR,NR,NR,NR,0.9,NR,NR,NR,NR,investigator_defined,0,0,0,100,0,haplo,0,100,0,BM,51.8,48.2,0,investigator_defined,MAC,NR,0,0,0,100,NR,NR,NR,NR,NR,NR,NR,Y,50,2,"+3,+5",100,standard_50x2,Y,cyclosporine,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,none,pre_2018,NR,NR,NR,fluoroquinolone,NR,NR,NR,NR,NR,NR,NR
257,250,MRD (Matched Related Donor),comparator_arm,Y,N,N,115,57.4,44,28,53,NR,NR,NR,NR,NR,NR,NR,16.5,NR,NR,NR,NR,10.4,NR,NR,NR,NR,investigator_defined,100,0,0,0,0,MSD,NR,NR,0,NR,64.3,35.7,0,investigator_defined,MAC,NR,100,0,0,0,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,Y,cyclosporine,NR,N,NA,Y,NR,NR,N,N,N,NA,N,NA,NA,NA,NA,none,pre_2018,NR,NR,NR,fluoroquinolone,NR,NR,NR,NR,NR,NR,NR
258,250,MUD/MMRD (Matched Unrelated or 1-Ag Mismatched Related),comparator_arm,Y,N,N,81,67.90000000000001,47,34,55,NR,NR,NR,NR,NR,NR,NR,17.3,NR,NR,NR,NR,18.5,NR,NR,NR,NR,investigator_defined,0,NR,NR,0,0,MUD,NR,NR,0,NR,58,42,0,investigator_defined,MAC,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,Y,cyclosporine,NR,N,NA,Y,NR,NR,N,N,N,NA,Y,NR,NR,NR,pre_transplant,none,pre_2018,NR,NR,NR,fluoroquinolone,NR,NR,NR,NR,NR,NR,NR
259,250,CBT (Cord Blood Transplant),comparator_arm,Y,N,N,27,59.3,49,33,56,NR,NR,NR,NR,NR,NR,NR,3.7,NR,NR,NR,NR,3.7,NR,NR,NR,NR,investigator_defined,0,0,0,0,100,UCB,0,0,100,UCB,81.5,18.5,0,investigator_defined,MAC,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,Y,cyclosporine,NR,Y,NR,N,NA,NA,N,N,N,NA,Y,NR,NR,NR,pre_transplant,none,pre_2018,NR,NR,NR,fluoroquinolone,NR,NR,NR,NR,NR,NR,NR
260,253,"MAC (myeloablative conditioning, haplo-PBSCT + PTCy)",comparator_arm,N,N,Y,24,75,47,NR,NR,21,78,NR,NR,71,4,8,4,0,4,4,0,0,4,54,33,8,DRI,0,0,0,100,0,haplo,100,0,0,PBSC,100,0,0,investigator_defined,MAC,NR,0,0,100,100,58,75,50,25,8,17,DR_combinations,Y,NR,NR,NR,NR,NR,Y,tacrolimus,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
261,253,"RIC (reduced intensity conditioning, haplo-PBSCT + PTCy)",PTCy_arm,N,N,Y,65,57,62,NR,NR,22,78,NR,NR,43,15,25,6,0,8,2,0,0,2,37,49,2,DRI,0,0,0,100,0,haplo,100,0,0,PBSC,0,100,0,investigator_defined,RIC,NR,0,0,100,100,64,64,35,29,12,23,DR_combinations,Y,NR,NR,NR,NR,NR,Y,tacrolimus,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
262,254,PTcy,PTCy_arm,N,Y,N,25,52,62,NR,NR,31,76,NR,NR,76,0,24,0,0,0,0,0,0,0,28,68,0,DRI,0,0,100,0,0,MMUD,96,4,0,PBSC,20,80,0,investigator_defined,RIC,NR,0,0,100,0,80,60,44,16,36,4,DR_combinations,Y,50,2,"+3,+4",100,standard_50x2,Y,tacrolimus,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,24.4,NR,NR
263,254,Thymoglobulin,comparator_arm,N,Y,N,51,53,53,NR,NR,22,80,NR,NR,78,0,22,0,0,0,0,0,0,0,39,55,2,DRI,0,0,100,0,0,MMUD,96,4,0,PBSC,59,41,0,investigator_defined,MAC,NR,0,0,100,0,80,59,41,18,39,2,DR_combinations,N,NA,NA,NA,NA,NA,Y,tacrolimus,NR,Y,NR,N,NA,NA,N,N,N,NA,Y,rabbit_thymoglobulin,4.5,low_le_4.5_rabbit,pre_transplant,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,52.9,NR,NR
264,256,Haplo-HSCT with PTCy/Tac/MMF,PTCy_arm,N,N,N,63,31.7,50.69,NR,NR,NR,NR,NR,NR,47.6,12.7,11.1,3.2,NR,19,NR,NR,NR,6.3,NR,NR,NR,NR,0,0,0,100,0,haplo,44.4,55.6,0,BM,6.3,93.7,NR,investigator_defined,RIC,NR,NA,NA,NA,100,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,Y,tacrolimus,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
265,257,PTCy,PTCy_arm,N,Y,N,132,59.8,55,42.1,63.4,18.1,74.3,NR,NR,41.7,12.9,16.7,6.1,2.2,14.4,1.5,1.5,0,4.5,28,65.2,6.8,DRI,0,0,100,0,0,MMUD,88.59999999999999,11.4,0,PBSC,49.2,50.8,NR,EBMT,mixed,23.5,0,0,100,0,NR,NR,41.2,12.2,27.5,19.1,DR_combinations,Y,NR,NR,NR,NR,NR,Y,mixed,NR,Y,NR,Y,NR,NR,Y,N,NR,"Additional GVHD prevention agents (PTCy arm): CSA+MMF based 49.62%, MTX+TACRO based 33.59%, MMF+TACRO/SIRO based 9.92%, CSA based 2.29%, TACRO/SIRO based 0.95%, Other 4.58%. Most common platform: CNI (CSA/TACRO/SIRO) + MMF in 83.2%.",N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,28.6,NR,NR
266,257,ATG,comparator_arm,N,Y,N,318,61.9,52.5,40.1,62.2,18.3,75.90000000000001,NR,NR,45.3,16.4,10.7,10.7,3.1,10.3,1.2,0.3,0,3.1,27,64.5,8.5,DRI,0,0,100,0,0,MMUD,91.2,8.800000000000001,0,PBSC,59.2,40.8,NR,EBMT,MAC,17.6,0,0,100,0,NR,NR,40.9,7,31.9,20.1,DR_combinations,N,NA,NA,NA,NA,NA,Y,mixed,NR,Y,NR,Y,NR,NR,NR,N,NR,"Additional GVHD prevention agents (ATG arm): CSA+MTX based 62.03%, CSA+MMF based 21.84%, MTX+TACRO based 5.06%, CSA based 4.43%, MMF+TACRO/SIRO based 3.48%, Other 2.22%. Most common: CSA+MTX (62.03%).",Y,mixed,NR,mixed,pre_transplant,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,38.2,NR,NR
267,258,Single-agent PTCy,PTCy_arm,Y,N,N,78,55,34,NR,NR,18,59,NR,NR,48,26,1,NR,14,11,NR,NR,NR,NR,NR,NR,NR,DRI,100,0,0,0,0,MSD,0,100,0,BM,29,71,0,investigator_defined,RIC,NR,100,0,0,0,NR,NR,NR,NR,NR,NR,NR,Y,50,2,"3,4",100,standard_50x2,N,NA,NA,N,NA,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,none,pre_2018,fluconazole,N,NR,TMP_SMX_only,TMP_SMX,NR,NR,NR,8,NR,NR
268,258,CNI-based prophylaxis,comparator_arm,Y,N,N,105,59,31,NR,NR,18,68,NR,NR,49,34,5,NR,4,8,NR,NR,NR,NR,NR,NR,NR,DRI,100,0,0,0,0,MSD,0,100,0,BM,33,67,0,investigator_defined,RIC,NR,100,0,0,0,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,Y,mixed,tacrolimus 5-15 ng/ml; cyclosporine 150-350 ng/ml,Y,30 mg/kg from day -1 to day +30,Y,"10-15 mg/m2 days +1, +3, +6",NR,N,N,N,NA,N,NA,NA,NA,NA,none,pre_2018,fluconazole,N,NR,TMP_SMX_only,TMP_SMX,NR,NR,NR,27,NR,NR
269,260,PTCy/TAC/MMF,PTCy_arm,Y,N,N,46,43,46,32,52,NR,NR,NR,NR,58.7,41.3,0,0,0,0,0,0,0,0,NR,NR,NR,investigator_defined,33,67,0,0,0,MUD,96,4,0,PBSC,100,0,0,investigator_defined,MAC,43,100,0,0,0,NR,NR,NR,NR,NR,NR,NR,Y,50,2,"+3,+4",100,standard_50x2,Y,tacrolimus,5-10,Y,15 mg/kg q8h D+5 to D+35,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,NR,post_2018,NR,NR,NR,NR,NR,NR,NR,NR,13,NR,NR
270,260,TAC/MTX,comparator_arm,Y,N,N,191,48,48,37,57,NR,NR,NR,NR,71.7,28.3,0,0,0,0,0,0,0,0,NR,NR,NR,investigator_defined,42,58,0,0,0,MUD,77,23,0,PBSC,100,0,0,investigator_defined,MAC,22,100,0,0,0,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,Y,tacrolimus,5-10,N,NA,Y,"D+1 15 mg/m2; D+3,+6,+11 10 mg/m2",45,N,N,N,NA,N,NA,NA,NA,NA,NR,post_2018,NR,NR,NR,NR,NR,NR,NR,NR,28.4,NR,NR
271,261,PTCy-Sir-MMF,PTCy_arm,Y,N,N,91,60,53,NR,NR,17,71,NR,NR,72,14,14,0,0,0,0,0,0,0,42,45,11,DRI,48,52,0,0,0,MUD,100,0,0,PBSC,100,0,0,investigator_defined,MAC,0,100,0,0,0,77,NR,NR,NR,NR,NR,R_only,Y,50,2,"D+3,D+4",100,standard_50x2,N,NA,NA,Y,3000,N,NA,NA,Y,N,N,NA,N,NA,NA,NA,NA,none,mixed_spans_era,NR,NR,NR,NR,TMP_SMX,PCR_qPCR,1,CMV DNA >1500 IU/mL or doubling time <=2 days,19,NR,NR
